GENIE3_links,GRNBOOST2_links,PIDC_links,phase_synchrony_links
IL32_RPL10,GZMA_RPS5,HLA-DRA_RPL9,RPS27A_TSPO
AIF1_NPM1,FCRLA_TSPAN13,FTL_HLA-DQA1,LAG3_SPI1
CCR7_IL7R,CFP_RPS4X,RPS29_SH2D1A,CYB561A3_NOSIP
HLA-DRB5_PFN1,CD99_S100A4,BANK1_LGALS3,LST1_RPL14
PDLIM1_TSPO,CST7_NPC2,GNG7_SERPINA1,KIAA0125_PFN1
HLA-DMA_SH2D1A,PSAP_RAC1,BLVRB_MS4A1,HLA-A_HLA-DQB1
PFN1_RPL36,CD3E_FCGRT,BLVRB_CCL4,CD79A_SNX2
HLA-B_RPS28,GZMH_RPS3,BLVRB_HOPX,AC092580.4_AIF1
LYAR_RPLP2,PSAP_RPS15A,HLA-DMB_KIAA0125,EEF1A1_TALDO1
CD37_FCRL6,HCST_OAZ1,LYAR_NPC2,CD37_CFP
GZMK_S100A9,RPS27A_RPSA,RPS13_S100A11,PFN1_TKT
RPL30_TIGIT,HOPX_RPL13,HLA-DRB5_RPS28,GABARAP_NCF2
LTB_RPLP0,BANK1_HLA-DMA,NPM1_RPS4X,HOPX_RPS20
LGALS3_TSPO,CD40_FTL,AC092580.4_CTSS,GSTP1_RPL13A
COTL1_PSAP,CCR7_FGFBP2,GPX1_HLA-C,CD8A_RPS25
HLA-A_RPLP0,LY86_NPM1,CYB561A3_FCRLA,NOSIP_TMEM66
FCN1_S100A4,GZMK_RPS28,HLA-DPB1_IL7R,CD247_HLA-DQB1
GZMK_TCL1A,CFD_RPS14,RPL21_S100A6,CD37_RPL5
FCGRT_HLA-DRA,CD72_RPL3,RPL10A_S100A11,GZMK_LST1
CHST12_MYL12A,ARPC5L_CD74,IRF8_RPL23A,CD37_RPS3A
CD99_RPS15A,RPS3A_SMIM14,GZMM_RPL13A,RPL30_RPS10
CXCR4_NOSIP,RPL30_SPI1,OAZ1_SPI1,FCGRT_SAMD3
HLA-DPB1_S100A11,OAZ1_SMIM14,HLA-DQB1_S100A9,BRI3_CHST12
HLA-E_PSAP,APMAP_GSTP1,HLA-E_PNOC,NPM1_RPS28
FTH1_LGALS3,FCER1G_RPL32,CTSW_LGALS3,RPL21_VPREB3
CCL4_CXCR4,RPS11_TMEM66,GABARAP_HOPX,APOBEC3G_PKIG
CHST12_RPS13,RPLP2_RPS15A,FTL_TALDO1,HLA-DOB_RPL27A
CD68_COTL1,CD79B_SAMD3,COTL1_RPL3,APOBEC3G_CDA
CD3D_MARCH1,FCER1G_RPL3,CD72_LGALS3,LTB_LYAR
PFN1_RPL14,CD40_RPS20,CD247_RPS18,CD79B_MYL12A
PFN1_S100A4,FCRL6_RPS14,CCL5_CD8B,CHST12_RPLP0
LDHB_TALDO1,FCN1_NEAT1,NCR3_NPC2,SNX2_TSPAN13
LAG3_LGALS1,IL7R_TKT,HCST_NKG7,PYCARD_S100A4
CFD_RPLP0,HLA-C_S100A9,LGALS3_TCL1A,ARPC5L_HLA-E
FCRL6_ISG20,HCST_S100A8,RARRES3_RPL5,CEBPD_MS4A1
HLA-DMA_RPL13A,HLA-A_RPS28,GZMH_S100A4,APMAP_RPL23A
CD8A_SMIM14,MYL12A_S100A4,BANK1_FCGRT,FCN1_S100A4
CD68_RPS18,PDLIM1_S100A6,ISG20_PRF1,HLA-A_OAZ1
CD74_NCF2,FTL_LGALS2,GSTP1_HLA-E,IL7R_KLRG1
CD74_CTSW,GABARAP_NOSIP,FGFBP2_LDHB,LINC00926_SH2D1A
LGALS3_PSAP,CST3_RPS14,SH2D1A_TSPAN13,CEBPD_RPL5
APMAP_TKT,HLA-DPB1_S100A4,BLVRB_LYAR,GZMA_KLRG1
CD79B_GZMM,CD79B_IRF8,PTPRCAP_RPS18,COTL1_S100A11
CTSS_SAT1,CD2_S100A11,CD247_TIGIT,LDHB_SMIM14
CXCR4_RPL35A,CD247_CTSS,COTL1_HLA-A,CD99_MS4A1
HLA-DRA_KLRG1,HLA-DMA_S100A4,HLA-DMA_TSPAN13,CD72_HLA-DQA1
HLA-DRA_TYROBP,GSTP1_RPS3,RPL13_RPS13,HLA-A_LYZ
SAT1_TKT,RPS23_RPS29,CFP_MATK,LST1_RAC1
APOBEC3G_RPL30,FTL_RPL35A,HLA-C_LGALS1,CD79B_PTPRCAP
HLA-B_MALAT1,CTSS_RPS25,GZMK_RPL23A,LYZ_RPS15A
HCST_NPM1,IRF8_RPL21,ISG20_RPL3,ARPC5L_GZMK
FCRL6_RPL23A,BLVRB_CD74,MALAT1_PNOC,RPL18A_RPS11
KLRG1_RPS11,CHST12_HLA-DRB5,BANK1_GPX1,HVCN1_SH2D1A
HCST_LCK,LST1_RPL5,HLA-B_SH2D2A,AIF1_RPS20
NOSIP_RPL23A,MARCH1_NPC2,HLA-DOB_RPS3A,HLA-DMA_PNOC
CST3_SMIM14,KIAA0125_LTB,FCER1G_LCK,LYZ_RPS13
MYL12A_PFN1,RPL13_RPS11,CD14_RPS27,APMAP_LST1
RPS27A_RPS28,LAG3_LYZ,AC092580.4_SAT1,HLA-DRA_LDHB
RPL10_TALDO1,C12orf75_NKG7,CD74_TALDO1,CD99_RPL5
PTPRCAP_RPL9,HLA-DMA_PDLIM1,PRF1_RPS20,RPS27A_SH2D2A
HLA-B_RPL14,DUSP2_RPL13,FTL_PTPRCAP,FGFBP2_SNX2
DUSP2_LST1,PFN1_RPS5,CHST12_RPS4X,GNG7_HLA-DPA1
BRI3_NCR3,APOBEC3G_RPL10A,DUSP2_TIGIT,RPL10A_SH2D1A
FCRL6_SNX2,GZMH_LST1,CDA_TSPAN13,LDHB_TCL1A
CD2_RPL23A,BLK_IL7R,CD2_RPS15A,CD40_CD99
FTH1_HLA-DRB5,CEBPD_RPL13,CCR7_RPS29,ISG20_LY86
CTSS_S100A4,B2M_ISG20,C12orf75_SH2D1A,GABARAP_S100A11
CCR7_RPL13A,MS4A6A_RAC1,CTSW_RPS10,MYL12A_SH2D2A
HLA-DOB_HLA-DQB1,HLA-DQA2_RPS4X,CD74_HLA-DMA,RPL14_SNX2
CD3E_RPLP2,HVCN1_RPL23A,APMAP_HLA-DPB1,LYZ_SAMD3
C12orf75_RPLP0,GRN_RPL10,CYB561A3_SMIM14,FCRLA_RPL13
HLA-E_RPL27A,FTL_HLA-B,CD247_DUSP2,RPS18_RPS28
CD3D_TALDO1,CD72_LST1,RPL31_TIGIT,NPM1_PKIG
CHST12_DUSP2,BLVRB_MALAT1,AIF1_NOSIP,ARPC5L_PFN1
MYL12A_RPLP2,CD8B_MYL12A,AP1S2_HCST,CEBPD_KIAA0125
HLA-DRB5_NPC2,GNG7_HLA-A,ARPC5L_MS4A6A,FTL_PPAPDC1B
FTL_GZMK,LGALS3_PSAP,CTSS_RPS13,LINC00926_RPS11
CD2_RPLP2,CD74_CD8A,FTL_VPREB3,COTL1_TYROBP
PPAPDC1B_TMEM66,CTSW_EEF1A1,GABARAP_RPS29,FGFBP2_GRN
FCRL6_GABARAP,LINC00926_RPL14,BLVRB_FCER2,APMAP_CD68
CYBA_LDHB,GZMM_RPL27A,CD247_RPS29,AP1S2_GZMH
CCR7_HLA-B,CD40_PFN1,GZMK_PYCARD,HOPX_VPREB3
HLA-DQA1_RPSA,CD72_FTL,FTL_LST1,RAC1_VPREB3
GPX1_HLA-DMA,AC092580.4_COTL1,COTL1_IL7R,GSTP1_VPREB3
MYL12A_RPL31,FCER2_LTB,C12orf75_FCGRT,CD68_CST7
CD3E_NPM1,PRF1_RPL36,AIF1_LAG3,CD3E_RPS3A
FTH1_RPS27,HLA-DPA1_RPL30,GSTP1_LCK,RPS15A_TKT
HLA-DOB_NEAT1,RPS4X_SPI1,RPS14_S100A11,APOBEC3G_FTL
KLRG1_RAC1,AC092580.4_NPC2,LGALS2_PDLIM1,LAG3_LDHB
HLA-DQA1_TALDO1,CD3E_LGALS1,RPSA_S100A9,GRN_RAC1
RPL23A_S100A4,HVCN1_RPL3,LGALS2_TALDO1,GNG7_SH2D1A
CD37_RPS13,CD68_CD8A,CTSW_GZMK,CD99_KLRG1
RPS10_TIGIT,CD99_RAC1,B2M_RPS29,MYL12A_RPS27A
PFN1_RPL10A,RPL5_S100A8,CTSW_HCST,RPL5_SAMD3
MARCH1_NEAT1,CFD_RPS3A,CD40_CD74,CD3E_S100A9
HLA-A_LYAR,RPLP2_SAMD3,CHST12_EEF1A1,CD2_ISG20
CCR7_NPC2,CD74_GABARAP,PTPRCAP_TKT,GRN_HLA-E
GZMK_LCK,OAZ1_TYROBP,CD79A_HLA-DPB1,RPL30_S100A6
GPX1_SH2D2A,HCST_TSPO,FTH1_HLA-DMA,PPAPDC1B_RPL36
AC092580.4_NPC2,B2M_CYBA,CD99_HLA-E,APOBEC3G_RPL36
CD3E_S100A4,BANK1_LGALS1,LYZ_PPAPDC1B,APMAP_RPL11
C12orf75_HLA-DMA,CD8B_HOPX,CD79B_SPI1,HLA-B_HLA-DRB5
FGFBP2_MYL12A,LDHB_RPL30,CCL4_OAZ1,HLA-E_RPS23
RPS20_TMEM66,LYZ_RPL32,ARPC5L_RPL13,CCR7_FCRLA
CCL4_NCR3,GZMA_OAZ1,FTL_LCK,MYL12A_NCF2
CD3D_LYZ,PSAP_SH2D2A,CD68_HCST,NPM1_RPL27A
AP1S2_DUSP2,LAG3_TALDO1,CCL5_CYBA,CD8A_KIAA0125
DUSP2_S100A9,GPX1_S100A11,FGFBP2_LAG3,CHST12_SAT1
NPM1_RPLP2,NCR3_RPSA,MS4A6A_RPS12,BANK1_FCRL6
AIF1_RAC1,FCRL6_LY86,GRN_PKIG,HCST_RPL10
CD74_GZMH,LY86_RPL30,CD40_LDHB,HLA-B_SAMD3
CD2_GZMA,RPS5_S100A8,AP1S2_RARRES3,IL32_RPL23A
MARCH1_PTPRCAP,TIGIT_TSPO,FGFBP2_HCST,CYB561A3_LGALS2
FGFBP2_LCK,CD247_RAC1,CD247_RPS27,GZMH_HVCN1
HLA-C_RPL30,NEAT1_TIGIT,RPS11_SH2D2A,HOPX_LYAR
PTPRCAP_SMIM14,EAF2_RPL27A,CEBPD_GZMM,HCST_RPLP0
CTSW_MATK,LCK_SPI1,KIAA0125_SPI1,CD8B_RPL13
CEBPD_DUSP2,LCK_RPL3,CFP_LTB,CD247_RPL23A
CCL4_HLA-DQB1,CD68_HLA-DMB,PFN1_SNX2,CST3_LYZ
BANK1_CHST12,CD37_TSPO,FTL_SNX2,HLA-DOB_NPM1
CTSS_FCGRT,RPL18A_RPS27A,CD2_PDLIM1,FCRL6_S100A6
RPS3_RPSA,CEBPD_HLA-A,BANK1_HLA-DMB,APOBEC3G_FTH1
GZMM_RPL27A,CD79A_MYL12A,RARRES3_RPL27A,CD3E_RPS15A
CD14_CD74,IRF8_P2RX5,HLA-DQB1_RPL36,CST7_OAZ1
CD79B_TSPAN13,APOBEC3G_TSPAN13,C12orf75_NCF2,PDLIM1_TSPO
CCR7_EAF2,MYL12A_RPL18A,KLRG1_SAT1,CYBA_HOPX
AP1S2_HLA-DQB1,BANK1_SPI1,FCGRT_GNG7,CCR7_RPL10
HLA-DQA1_LDHB,HLA-C_SH2D1A,CD79A_CST3,CD2_CD37
CD2_KLRG1,GPX1_PSAP,GZMA_PTPRCAP,RPL14_RPS27
CD74_LCK,HLA-DQA2_RARRES3,ISG20_RPS14,LTB_SNX2
KIAA0125_VPREB3,RPSA_TCL1A,FCER2_RPL30,MS4A1_PFN1
RPL13_S100A6,CDA_S100A8,BRI3_DUSP2,LYZ_RPL23A
CD2_CD247,CD40_TALDO1,AC092580.4_RPL3,MATK_MS4A6A
CD99_GZMK,LGALS1_RPS20,CD40_FCER2,GSTP1_RPL9
CD79B_IL32,IL32_MYL12A,CD8B_SNX2,CD8A_RPL10A
CD14_CFP,HVCN1_NKG7,C12orf75_SERPINA1,FTH1_PYCARD
HLA-DRB5_RPL11,BLK_HOPX,EAF2_RPL14,CST3_FGFBP2
CD79A_NKG7,CXCR4_PTPRCAP,RPS12_SH2D1A,RPL36_RPS29
APOBEC3G_CD72,APOBEC3G_RPL30,CD247_CYBA,HLA-DMA_LGALS3
HLA-DQB1_TPT1,CD3D_FCER1G,GABARAP_RPS23,FCRL6_GPX1
CD37_COTL1,RPL14_SH2D1A,IL32_RPS4X,CEBPD_RPL14
HOPX_RPLP2,CD40_RPLP2,PRF1_RPS23,CEBPD_EAF2
COTL1_S100A8,CD79A_NCF2,LCK_RPL30,AC092580.4_SNX2
COTL1_RPS20,CTSS_SAT1,CST7_IL7R,MS4A6A_TCL1A
MYL12A_RPS3,CD37_CD8B,LST1_LYAR,GZMH_HLA-E
RPL23A_RPLP0,P2RX5_RPS5,RPL14_RPS3A,GNG7_RPL11
APOBEC3G_BANK1,MS4A1_RPL5,CD247_TPT1,S100A4_TYMP
RPL21_SAMD3,SH2D1A_VPREB3,BRI3_LINC00926,PKIG_RPL10
CYBA_TSPO,CD3E_S100A8,APMAP_HLA-DQA1,MYL12A_PKIG
COTL1_NEAT1,RPS29_RPS6,FGFBP2_PNOC,LGALS3_RPL3
GABARAP_HOPX,CEBPD_CFP,DUSP2_GZMA,ARPC5L_IRF8
HLA-B_P2RX5,CD3D_CXCR4,CD68_CST7,CD37_CEBPD
HLA-DQA2_HLA-DRB5,CST3_LCK,CFD_P2RX5,LYZ_SH2D1A
FCER1G_TALDO1,NOSIP_RPS11,HLA-DRA_RPL11,RPS27_SH2D1A
CD8B_RPS6,PFN1_SH2D1A,FCRL6_RPS5,AC092580.4_EAF2
FCRL6_GZMK,HOPX_RPS6,HLA-DQA2_LY86,NKG7_RPS27A
MALAT1_RPS11,HLA-DMB_RPL36,LCK_PYCARD,FCRLA_RARRES3
CD40_CXCR4,CD3D_HLA-E,PDLIM1_PFN1,RPL32_TCL1A
CD74_LGALS3,HLA-DRB5_KIAA0125,CD247_SPI1,CYB561A3_RPS27A
LYAR_SH2D2A,CD3E_KIAA0125,RPS3A_RPS4X,RPS29_TSPO
ISG20_NCR3,HLA-DRB1_SH2D2A,AIF1_GZMK,RPL5_RPS20
CST3_HLA-DPA1,BRI3_MS4A1,AC092580.4_LST1,CD247_TPT1
CD247_LYZ,CEBPD_LAG3,CCL4_RPS5,HCST_RPL3
IRF8_RPL27A,AC092580.4_HLA-DMB,CDA_RPS3A,S100A11_SH2D2A
CFD_GPX1,MS4A1_RPS18,LTB_SPI1,APMAP_EAF2
LAG3_TALDO1,HLA-B_IL32,IRF8_LDHB,SH2D1A_TPT1
RPL14_RPS23,GNG7_RPS3,AC092580.4_HLA-E,HCST_NOSIP
CD2_CD3E,CD8A_HLA-DRA,LYAR_MYL12A,MATK_NPM1
LGALS3_RPS27,CTSS_HLA-C,CDA_LYAR,MYL12A_RPL31
NEAT1_TIGIT,CD68_TYMP,GSTP1_S100A8,CD79B_LCK
CD14_MARCH1,HLA-DMA_RPLP0,COTL1_HLA-B,CD14_RPS20
CST3_MATK,CYBA_RPS14,BRI3_C12orf75,RPLP0_RPS27A
CD74_TALDO1,S100A11_SERPINA1,RPS11_RPS4X,CD37_HLA-DRB1
APOBEC3G_HLA-DRB5,HLA-B_KIAA0125,CCR7_GZMA,CD247_RPS13
PKIG_TKT,CD79A_RPS27,CD3E_CFD,CD72_NOSIP
HLA-DOB_RPS29,ARPC5L_MALAT1,CD3D_FCER2,LCK_RPL13
CST7_NOSIP,GZMA_RPLP0,IL32_RPSA,MATK_RPL10
LCK_SAMD3,HLA-B_RPS3A,EAF2_RPL30,FGFBP2_HLA-DQB1
NCR3_SNX2,CDA_RPL30,COTL1_RARRES3,LGALS2_TSPO
APOBEC3G_CD14,LYAR_MS4A6A,ISG20_TSPO,HOPX_KLRG1
CD37_EAF2,LGALS1_RPL27A,CFD_KIAA0125,LGALS1_NCF2
CD40_CD8B,RARRES3_RPL30,HLA-DRB5_NCR3,CCL4_S100A4
CD8A_SAT1,IL32_RPS18,CYB561A3_RPS18,CD79B_SPIB
C12orf75_LDHB,RPS10_S100A8,BLK_BLVRB,CCR7_CD3E
CD99_MATK,NPM1_RPS18,APMAP_CDA,CYB561A3_RPL14
RPL27A_TALDO1,GZMM_PKIG,RPL30_RPS20,MALAT1_TALDO1
ARPC5L_MALAT1,CCL4_TALDO1,AC092580.4_CTSW,CD37_RPS6
PSAP_S100A11,CD3E_CD74,IRF8_S100A11,LYZ_PKIG
CYB561A3_RPS5,LINC00926_RPS6,AC092580.4_CD3D,CD79B_LTB
B2M_S100A11,HLA-DOB_RPL30,CD2_RPS3A,PPAPDC1B_RPS14
RPS18_TSPO,FGFBP2_TMEM66,KLRG1_LGALS2,KIAA0125_NKG7
BLVRB_TKT,HLA-DPA1_RPL13A,CXCR4_SNX2,CD8B_EEF1A1
HLA-DQB1_SPIB,RPL36_RPS4X,CD247_LAG3,CDA_GZMA
CST7_RPS29,MARCH1_RPS27A,GZMK_HLA-DRB1,CTSS_TMEM66
RPLP0_RPS27,HLA-DMB_KIAA0125,HLA-DPA1_RPS11,LYZ_RPS29
DUSP2_PSAP,CST7_RPL10,HCST_MYL12A,KLRG1_RPS18
CD2_RPS27A,HOPX_LGALS2,FGFBP2_TYROBP,CTSW_FTL
LY86_PDLIM1,LST1_RPS11,RPS25_SH2D1A,GZMM_S100A9
GABARAP_HLA-DRA,CHST12_HLA-E,CD14_RPS6,MARCH1_RARRES3
S100A8_SH2D2A,CD79A_HLA-DRB1,CD8B_CXCR4,APOBEC3G_SPIB
CD8A_CST3,RPS20_TPT1,GZMM_PFN1,FTH1_RPS27
CCR7_TSPAN13,HLA-DPB1_TYMP,CCL4_NCF2,FTH1_LTB
CFP_CTSS,CTSW_SH2D1A,FCN1_HLA-DOB,KIAA0125_TMEM66
RPS3A_TALDO1,HLA-DOB_IRF8,IL7R_NKG7,CD3E_TIGIT
CCL4_PYCARD,CCL5_HLA-DMB,BANK1_GRN,AC092580.4_PTPRCAP
CTSS_GZMM,AP1S2_EEF1A1,CYBA_HLA-DQB1,PYCARD_SH2D1A
LY86_RPL30,MYL12A_TYMP,EEF1A1_FGFBP2,HLA-C_PYCARD
FTL_RPL13,PPAPDC1B_RPL30,APOBEC3G_CEBPD,CD74_HLA-DMA
RPL5_SAT1,MS4A1_TPT1,CD68_IL7R,CD40_NKG7
EEF1A1_PSAP,FTH1_RPS28,HLA-B_PNOC,CD99_GZMM
CST7_HLA-DOB,RPL31_SERPINA1,HLA-E_RPL9,ISG20_TIGIT
GPX1_SMIM14,CCL4_LYZ,CST3_FGFBP2,CEBPD_PDLIM1
CCL4_ISG20,RPL10A_TSPO,GZMM_HLA-DPA1,LAG3_LYZ
EAF2_NCR3,HLA-DRB1_NPM1,COTL1_LYZ,NKG7_SAMD3
RPL18A_RPS3,CD79B_LYZ,CDA_MS4A1,CYB561A3_LST1
HLA-DRB1_TALDO1,NEAT1_TMEM66,CXCR4_GZMK,CD14_SMIM14
CFP_LDHB,IRF8_RPLP0,CST3_RPL11,FCN1_ISG20
HLA-DQA1_NCR3,AC092580.4_B2M,CD2_FCGRT,RPS3A_TCL1A
LAG3_RPS29,FCER2_RPLP2,CD3E_NCR3,CCL5_PNOC
MATK_RPS28,CCL4_CD247,HLA-DMB_PNOC,NEAT1_PRF1
HLA-DPA1_RPL23A,HLA-DPB1_RPS27,HOPX_RAC1,S100A9_SMIM14
HLA-DPB1_RPL23A,CST3_LTB,CD8B_GZMM,HLA-DMA_LYZ
DUSP2_HCST,CD74_FCGRT,CD79B_NCF2,CEBPD_P2RX5
MATK_S100A6,CHST12_CST3,LINC00926_PYCARD,NPM1_SH2D1A
LGALS1_TKT,CD68_RPL23A,DUSP2_OAZ1,COTL1_RPL14
AC092580.4_CD40,RPL14_RPS27A,CYBA_RPS3,NOSIP_TSPAN13
BRI3_NEAT1,HLA-DPA1_LST1,CD79B_RPL9,CYB561A3_HLA-DRB1
GRN_TKT,HLA-DPA1_S100A4,HCST_TSPAN13,CD8A_PDLIM1
CD8A_TMEM66,FCGRT_IL32,HLA-DRB5_IL7R,HLA-DRA_RPL9
PFN1_RPL27A,CD37_CTSW,HLA-DRB5_LYAR,COTL1_SH2D1A
GSTP1_RAC1,BLVRB_GSTP1,FCER2_LY86,HLA-DRB1_SAT1
BRI3_S100A6,AP1S2_RPL9,BANK1_IL32,AIF1_DUSP2
HLA-DMB_MALAT1,GRN_PRF1,LYAR_TMEM66,BLK_CTSW
HLA-DRB5_NEAT1,KLRG1_RPL18A,EAF2_IL32,S100A11_TKT
CD99_LAG3,C12orf75_CD74,FCGRT_GZMM,RPS10_RPS15A
AC092580.4_RPL5,CD2_RPL11,BLVRB_CD72,AC092580.4_RPS5
FGFBP2_RPL27A,CFD_RPS3,EAF2_RPS27A,CFP_TMEM66
KLRG1_SAMD3,CCL4_CDA,CD2_LYZ,HLA-DRB1_LAG3
B2M_GPX1,CST3_TCL1A,RPLP2_RPSA,AC092580.4_TCL1A
NPM1_RPL14,FCRLA_PYCARD,SAT1_TCL1A,LGALS2_RPS20
GABARAP_SERPINA1,LY86_RAC1,IL7R_LST1,APOBEC3G_RPS15A
HLA-DOB_NPM1,RPS6_S100A8,LAG3_RAC1,CCR7_LST1
EEF1A1_HLA-DPA1,CD14_RPL5,HLA-A_PKIG,HLA-DRA_RPS15A
IL32_RPS23,DUSP2_RPS4X,CFP_RPS3A,RPS15A_TCL1A
NEAT1_TYROBP,HLA-B_RPL9,RAC1_S100A8,HLA-DMA_SAMD3
GZMM_LGALS3,CTSW_FTL,RPS11_TALDO1,FCRLA_FGFBP2
CD8B_HLA-DQA2,CD40_RPL13,RPL30_TSPAN13,FCER1G_RPL13A
HLA-DQB1_NOSIP,ISG20_RPS29,CST3_RPL31,CD8A_FCN1
CD247_CTSW,CD247_PFN1,FTH1_HLA-DQB1,OAZ1_TIGIT
CYBA_RPS27,CD68_HLA-A,ISG20_RPS6,CFP_RPS10
CCL4_RPL32,CST7_HLA-DMB,BLVRB_CD247,HLA-DRB1_LCK
CD40_IL32,CST3_IL7R,CCL5_RPL3,NCR3_RPL13A
BANK1_SPIB,FTH1_MARCH1,CFP_RPLP0,COTL1_RPS12
HLA-DRA_TYMP,RPL14_RPS27,HLA-DMA_HOPX,BLK_CD3E
SPIB_TMEM66,CD72_OAZ1,CD99_RPS20,B2M_DUSP2
CEBPD_RPL10A,MARCH1_RPS13,AP1S2_CD74,LYZ_SH2D2A
B2M_LGALS2,CXCR4_RPS13,CST3_CYBA,IL32_RARRES3
MATK_RPL23A,CD79A_GZMM,AIF1_HLA-DQA2,B2M_S100A8
BLVRB_CHST12,RPL18A_RPL9,HLA-A_RPL30,AC092580.4_RPL3
BLK_HLA-E,MS4A1_RPS29,CD3E_RPL36,CCR7_LINC00926
HLA-DMA_RPS4X,LYZ_RPS15A,NOSIP_RPS5,CTSS_DUSP2
SERPINA1_TKT,FCRLA_RPL10,CD79A_CDA,LGALS3_RPL14
C12orf75_LYAR,HLA-DQA2_TMEM66,LGALS2_RPL30,COTL1_LYZ
CHST12_GNG7,S100A8_SMIM14,BANK1_TIGIT,HLA-DRB1_PPAPDC1B
HLA-DMA_RPS13,PYCARD_SNX2,NCR3_S100A4,PKIG_RPL13A
AP1S2_FCN1,HLA-A_RPLP2,CD3E_RPL10,FCRLA_SH2D1A
GZMM_RPS27,CFP_HLA-DMA,APOBEC3G_RPS20,BLK_HLA-DRB1
AC092580.4_CD37,C12orf75_CTSW,EEF1A1_TYROBP,HLA-DQB1_RARRES3
COTL1_HLA-DMB,HOPX_SH2D1A,CD99_RPL13A,AC092580.4_RPL32
HLA-DPB1_RPL10A,CD14_GZMH,CD74_HLA-DQA1,GZMK_RPS10
RPS27A_TALDO1,AP1S2_RPL3,RPL11_TMEM66,GRN_SMIM14
HLA-A_OAZ1,CCL5_CST3,LINC00926_RPS11,COTL1_PSAP
RPS4X_SAT1,CD8B_SMIM14,CHST12_LYAR,LYZ_NCR3
RPL5_S100A6,RPL13_RPS3,C12orf75_CYBA,LGALS3_RPS3A
MS4A1_RPS28,LTB_PSAP,HLA-DRB5_RPL3,HLA-DQB1_NKG7
FGFBP2_RPS6,CD247_NPM1,HLA-DQB1_KIAA0125,GPX1_RPS20
GZMA_RPL14,CCL5_GSTP1,CD79B_SMIM14,LCK_RPS3A
APOBEC3G_HLA-DPA1,HLA-A_HLA-DRB5,BLK_GABARAP,CD37_DUSP2
HLA-DRB1_NPM1,FCGRT_FGFBP2,HLA-DRA_RPS13,C12orf75_SPIB
GZMK_LYZ,OAZ1_SAT1,CD99_GSTP1,AC092580.4_CD8B
GABARAP_LGALS1,CD14_RPS27,HLA-DRB5_RPS27A,CFP_S100A4
CST3_FCRLA,RPL10A_RPL30,MS4A6A_RPS15A,APMAP_RPS6
LYZ_RPS3,S100A6_TMEM66,APOBEC3G_GZMA,COTL1_GNG7
HLA-DQB1_RPL14,CD99_RPL36,PDLIM1_PNOC,CCL5_PDLIM1
HLA-DPA1_RPS27A,GZMK_SAT1,LAG3_RPS5,FTH1_RPL14
CHST12_RPL35A,PSAP_S100A6,HLA-C_RARRES3,C12orf75_MARCH1
RPS12_TKT,GPX1_RPL32,CCL4_RPS3A,NEAT1_RPS25
LYZ_RPS20,RPL10A_TCL1A,COTL1_RPS4X,EEF1A1_S100A11
CCR7_NCR3,CFD_MS4A6A,FTL_NCR3,HVCN1_SAT1
DUSP2_GZMA,MS4A6A_RPL23A,KLRG1_TALDO1,HLA-C_LGALS2
RPS4X_SH2D1A,FCGRT_GZMH,CD2_CD68,LCK_LYZ
MS4A6A_RAC1,HLA-A_RPS15A,FCRLA_RAC1,HCST_MARCH1
RPS28_S100A11,CD68_HLA-DRA,CD8B_PDLIM1,HLA-E_NKG7
RPL10A_RPL30,CD3D_CHST12,EAF2_RPLP0,BLK_CD8A
RPS20_RPS3A,FTH1_HCST,RPS14_RPS27A,BLK_SH2D1A
HLA-DMB_PFN1,GNG7_SERPINA1,C12orf75_LGALS3,HLA-DPB1_RPS20
OAZ1_RPS6,CHST12_KLRG1,IL7R_RPL27A,DUSP2_PSAP
TKT_TMEM66,COTL1_P2RX5,HLA-DRB1_PFN1,MARCH1_NKG7
FTH1_PRF1,HLA-B_S100A9,CCL5_PFN1,RPL11_SAT1
LTB_RPL21,CDA_DUSP2,IL32_RPS29,AC092580.4_HLA-DRA
FTH1_RPL13A,HLA-DRB5_LCK,CXCR4_PPAPDC1B,DUSP2_HLA-DRB1
CD3E_HLA-DPB1,CD72_RPL23A,HLA-DPB1_LAG3,CYB561A3_SH2D1A
PRF1_RPS5,CHST12_SH2D2A,LDHB_SAMD3,CTSW_MS4A6A
PSAP_SAT1,FCRLA_RPL5,GPX1_RPS27A,RPL14_RPL27A
FTH1_RPS10,AC092580.4_GZMH,GPX1_LYAR,MARCH1_PTPRCAP
CST3_RPL36,CD247_NCR3,HLA-DRB1_HOPX,CD14_FCRLA
CD8A_LAG3,NCF2_RPS3,CD74_CFD,PKIG_S100A9
CHST12_RPS15A,GSTP1_PYCARD,CD8A_OAZ1,COTL1_RPS27
RPL35A_TSPO,HCST_RPL10,TIGIT_TMEM66,FCRLA_RPL13A
APOBEC3G_LGALS3,HLA-DOB_S100A8,RPL10_TSPO,HLA-B_MYL12A
LST1_RPS28,LCK_SMIM14,CFP_RPS6,SNX2_TIGIT
RPL13A_SAT1,RPS4X_TPT1,CD37_RPLP2,AC092580.4_RPS28
CD3E_RPS13,RPL13_SAT1,FCRLA_GPX1,DUSP2_RPS13
CD8B_LYZ,CD3E_HLA-DRA,CTSW_RPL11,P2RX5_RPL14
PYCARD_RPS18,LINC00926_RPL10A,APMAP_NEAT1,HLA-DRB5_SAT1
RPL18A_TYROBP,CEBPD_P2RX5,CD2_GSTP1,APMAP_TIGIT
