GENIE3_links,PIDC_links,GRNBOOST2_links,phase_synchrony_links
ASGR1_RGS18,PLA2G12A_SNX29P2,ALDH2_PPBP,AP001189.4_HLA-DOB
ABI3_IGFBP7,C5AR1_CTSS,FCRL6_PYCARD,C5AR1_LINC00936
CTSS_GSN,C9orf142_PARVB,P2RX5_PTPRCAP,MARCH2_MPP1
LGALS1_S100A11,CCL4_FGFBP2,PTGDR_XCL1,FERMT3_PRR5
FGFBP2_LITAF,ARPC5L_PDIA3,HLA-DMB_LTB,ENHO_NRGN
CST7_NCOA4,IGSF6_MAFB,CCL5_IGFBP7,HLA-DMB_PRR5
C5orf56_LAMTOR1,CD19_HINT1,LGALS3_S100A6,CLDN5_GP9
CCL5_PTGDR,BLNK_HINT1,ASGR1_FCGRT,CTSS_GZMH
SDPR_SMIM14,GYG1_LY6G6F,CCL4_FCRL6,ARPC1B_LAT2
GZMA_H2AFY,GP9_NCF2,HINT1_PLD4,APOBEC3G_SEPT5
ARPC5L_FCRL6,HLA-DRB1_NRGN,CLEC1B_MMD,DYNLL1_SNCA
CD37_LTB,C5AR1_IL32,APOBEC3G_NKG7,C5orf56_EAF2
ASGR1_ODC1,C2orf88_CD2,ASGR1_IRF8,CLU_KLRC1
IRF8_SRGN,FPR1_IGFBP7,CDA_GP9,ALDH2_CEBPB
GZMH_PGRMC1,GNG11_S100A11,C5AR1_FCRLA,IFI30_S100A12
CLU_TCL1A,BLNK_PPBP,CYBA_IGFBP7,CD37_GZMA
APOBEC3G_ARPC5L,CD19_PPBP,APOBEC3G_S100A6,H2AFY_PLBD1
CMTM5_MS4A1,ALDH2_ENHO,FCER1A_LTB,LGALS3_TYMP
FCER1G_S100A8,LITAF_SPON2,C9orf142_FGFBP2,FERMT3_GPR56
AQP3_FOLR3,ACRBP_PGRMC1,PYCARD_TNFSF13B,IFI30_SWAP70
C5orf56_PLD4,GYG1_ITGA2B,AIF1_FPR1,C5orf56_CST3
IGLL5_TCL1A,EFHD2_IFI30,EFHD2_SNX29P2,MAP3K7CL_PLD4
IGSF6_IL1B,EFHD2_PHACTR1,CD2_CLIC3,C5orf56_HLA-DQA1
GNLY_PTPRCAP,IL32_JAKMIP1,GRN_PTGDR,CD160_LYAR
SMIM14_TNFSF13B,ABI3_FCER1A,HINT1_HLA-DMA,CD37_ODC1
PKIG_SMIM14,FCN1_TUBB1,GIMAP7_PRF1,FGL2_GPR56
CD160_CST3,MFSD1_PLEKHF1,CD72_HLA-DOB,GRN_PGRMC1
KLRG1_PGRMC1,CLIC3_CST7,GIMAP7_LGALS1,HLA-DMA_S100A11
C1orf162_EFHD2,IRF8_PLBD1,C5AR1_PTCRA,LAT2_PLEKHF1
IGSF6_NRGN,GPR56_HLA-DRB1,CD160_S100A12,AIF1_GPR56
GRN_TIGIT,IGLL5_TTC38,HLA-DRB1_SAT1,MAP3K7CL_TNFSF13B
FCN1_NRGN,CD79A_CLEC10A,ABI3_SAT1,GSN_LGALS1
GZMH_SNCA,GYG1_LINC00936,ARHGAP24_PRF1,CD160_LY6G6F
GZMB_XCL2,HIST1H2AC_RP11-367G6.3,CA2_LAMTOR1,CTSS_LINC00936
MFSD1_TCL1A,AKR1C3_C5orf56,ABI3_PKIG,EAF2_TPM4
JAKMIP1_S100A12,NRGN_SPIB,CCL4_MAL,CD79B_HLA-DQB1
NCR3_S100A11,GP1BA_PGRMC1,HVCN1_TMEM40,FCER1G_NCF2
GNG11_NCF2,PARVB_VAMP8,FCGRT_GYG1,FCGR2B_HLA-DPA1
GYG1_PKIG,ARPC5L_TPM4,CD37_NPC2,IFI30_PRSS23
GNG11_TMEM40,LINC00926_TREML1,ARPC1B_GNLY,NCOA4_SNX29P2
ABI3_IL32,PRSS23_TNFRSF1B,PLEKHF1_SPARC,FCGR2B_MS4A1
FCGR3A_HLA-DOB,CD37_PF4,JAKMIP1_PLD4,IFITM3_TALDO1
CCL5_CTSS,PF4_SERPINF1,IL1B_TNFSF13B,IFI30_MARCH2
C9orf142_LYAR,CMTM5_CTSS,IFITM3_SPON2,FOLR3_MPP1
FCGR2B_S100A12,ALDH2_TNFRSF1B,CEBPB_CTSS,CD19_LST1
LGALS1_TPM4,IRF8_SWAP70,F13A1_FCGRT,KLRB1_PTGDR
C9orf142_FGFBP2,KLRB1_TPM1,CD19_TUBB1,HLA-DPA1_MAFB
GP9_MAL,LGALS2_NPC2,GIMAP5_HLA-DQA1,H2AFY_LAT2
FCGR3A_SAMD3,GIMAP5_JAKMIP1,PF4_XCL1,GSN_MFSD1
FGL2_IGSF6,ALDH2_TALDO1,CD1C_XCL2,FCGR2B_TYMP
FCGR3A_GZMH,TREML1_XCL2,CST3_FCRLA,KIAA0125_LGALS1
ALDH2_LGALS2,HVCN1_PTPRCAP,ASGR1_NCF2,ASGR1_LGALS1
GZMB_ZAP70,AP001189.4_MFSD1,JAKMIP1_MARCH2,CD37_PKIG
BLNK_CLEC10A,NCOA4_P2RX5,CTSW_ODC1,CLEC10A_GZMB
LAT2_TSC22D1,CST3_IL1B,APOBEC3G_PRF1,GIMAP7_NRGN
TPM1_TYROBP,IRF8_SAT1,FCRL6_TPM1,CD79B_CLU
SAT1_TYMP,IL1B_S100A8,CD72_SDPR,FCRL6_HLA-DPA1
AQP3_CD19,MS4A6A_SAT1,FGL2_NPC2,FERMT3_KLRB1
CCL3_TPM4,FCRLA_PNOC,GNLY_S100A11,ALDH2_GSTP1
NCR3_S1PR5,CDA_MS4A6A,FCRLA_FGFBP2,PLA2G12A_TREML1
GIMAP5_PDIA3,CLIC3_COTL1,CLU_JAKMIP1,KLRB1_PLD4
NKG7_PRR5,CLEC10A_VAMP8,EAF2_GNLY,ARPC1B_FGFBP2
ABI3_MAFB,PTGDR_TTC38,IFI30_LGALS2,SNCA_TTC38
CD79A_RP11-367G6.3,EFHD2_IFITM3,GAS2L1_MAL,BLVRA_PRSS23
GZMA_TTC38,ABI3_EFHD2,CTSW_MZB1,LY6G6F_PNOC
GRN_S100A8,GYG1_SDPR,C2orf88_CA2,ADAM28_MS4A1
CCL5_FCER1A,CEBPB_IFITM3,FERMT3_TCL1A,FGFBP2_GAS2L1
FERMT3_TIGIT,CCL3_ZAP70,CMTM5_PPBP,PHACTR1_SWAP70
FCGR3A_SNCA,FERMT3_PKIG,EFHD2_PTGDR,GRN_SNCA
HLA-DMA_IFI30,CD79A_SAMD3,CD72_FCGR3A,ARPC1B_MPP1
LITAF_NPC2,CD72_SPARC,CD37_TCL1A,PNOC_SMIM14
C1orf162_GIMAP5,ENHO_GYG1,HLA-DQA1_PRR5,GZMK_PTGDR
CLIC3_PGRMC1,DYNLL1_TIGIT,ABI3_BLVRA,BLVRA_FCGR3A
CD1C_FCER1A,ABI3_ITGA2B,FCER1G_S1PR5,PNOC_RGS18
ASGR1_TNFSF13B,RGS18_SWAP70,CTSW_IRF8,BLVRA_HLA-DMB
CEBPB_PTGDR,CD37_MYL9,EFHD2_TPM4,GSTP1_NPC2
LY6G6F_NCF2,C1orf162_SMIM14,FCGR2B_GIMAP5,CDA_GRN
ARPC5L_TALDO1,BLNK_LDLRAP1,COTL1_FCGR3A,FCGR2B_PDIA3
HOPX_IL32,CD19_LDLRAP1,ARHGAP24_IRF8,LST1_S100A8
CD2_LAT2,PRSS23_TALDO1,HLA-DOB_TCL1A,CDA_TNFRSF1B
HLA-DQA1_PLBD1,CMTM5_NPC2,CD79A_LY6G6F,FCER1A_LST1
CD79B_LGALS3,HOPX_TPM1,KLRG1_LGALS1,NRGN_SERPINF1
KLRB1_SNX29P2,MARCH2_RAMP1,PRSS23_XCL1,HIST1H2AC_MARCH2
F13A1_TYROBP,HLA-DQA1_S100A11,HLA-DQA1_SPARC,APOBEC3G_GNG11
GZMB_TCL1A,DYNLL1_HLA-DQB1,IL32_LGALS1,MAFB_SWAP70
PRSS23_UBB,PRSS23_SMIM14,IFITM3_PHACTR1,GZMK_ITGA2B
ARPC1B_LGALS1,GZMK_LITAF,CTSW_S100A6,GAS2L1_GIMAP5
GPR56_HINT1,HLA-DRB1_SMIM14,CD79B_FCGR3A,FCGR2B_LGALS1
MAFB_PTGS1,COTL1_MAP3K7CL,GIMAP5_KLRG1,CMTM5_MAL
CEBPB_CST7,FCGR2B_NRGN,CCL4_KLRB1,NCOA4_S100A6
CCL3_CTSW,AIF1_IRF8,CD37_GZMB,ASGR1_PRF1
CDA_IL1B,CDA_EAF2,LGALS3_NRGN,IRF8_MFSD1
KLRB1_TPM1,EFHD2_ENHO,LINC00926_SPIB,CD37_SDPR
PLA2G12A_SPON2,TSC22D1_TUBB1,HLA-DPB1_S100A12,S100A12_TCL1A
HLA-DPB1_HLA-DQA1,F13A1_S100A8,COTL1_GIMAP7,CD79B_SNX29P2
CEBPB_ENHO,PTGS1_S100A8,H2AFY_TTC38,APOBEC3G_ITGA2B
IFITM3_TCL1A,CEBPB_FCRL6,ARHGAP24_FCGR2B,RP11-367G6.3_SEPT5
LTB_XCL2,HLA-DQB1_MAFB,FCER1G_TSC22D1,CD160_GIMAP7
FGFBP2_LYAR,CLDN5_EAF2,GIMAP5_IGFBP7,CDA_FCER1G
ADAM28_APOBEC3A,AQP3_LTB,GIMAP5_TYROBP,ARPC5L_CD247
EFHD2_GZMB,GSTP1_LGALS3,CD37_MMD,CCL3_MFSD1
AKR1C3_VAMP8,ENHO_PARVB,PLA2G12A_SAT1,CYBA_VAMP8
CD37_GSTP1,GIMAP5_LITAF,GSTP1_VAMP8,CD72_GSN
C2orf88_FCRLA,HVCN1_TPM4,CLU_IFI30,FGL2_TPM4
EFHD2_TIGIT,DYNLL1_ENHO,HINT1_S100A12,FCER1G_GIMAP7
HOPX_ZAP70,EFHD2_GNG11,AQP3_PPBP,IFITM3_MFSD1
GIMAP7_KLRG1,GSN_TCL1A,CCL5_TYROBP,LYAR_SPARC
GIMAP7_RGS18,CCL3_IL32,FERMT3_SMCO4,CCL5_IFI30
BLVRA_TYMP,EFHD2_GP9,CD160_CD79B,GSN_PARVB
IGFBP7_ODC1,GZMK_S100A8,HLA-DRB1_XCL2,HLA-DMA_S100A8
AQP3_KIAA0125,IRF8_TNFSF13B,LINC00926_LINC00936,IFITM3_RGS18
FPR1_PLD4,ARHGAP24_SPARC,C2orf88_CCL5,C2orf88_XCL1
HLA-DPB1_LGALS2,GP9_HLA-DOB,LAT2_PF4,LGALS1_S100A12
ACRBP_RP11-367G6.3,CDA_RGS18,FOLR3_LGALS2,CDA_MZB1
FCER1A_TREML1,GIMAP7_GZMK,CLU_RP11-367G6.3,BLNK_HLA-DPA1
CLIC3_XCL1,CD160_IGLL5,ARPC1B_LGALS1,CST3_FCRL6
GSN_LST1,HINT1_TSC22D1,PLBD1_PPBP,NKG7_PRSS23
CCL4_CD247,BLNK_PTCRA,PRF1_ZAP70,HAVCR2_TNFSF13B
CYBA_GNLY,CD19_PTCRA,BLVRA_TIGIT,CLIC3_CTSS
CTSW_PLA2G12A,FGL2_IGSF6,FERMT3_NCR3,SWAP70_TCL1A
MMD_S100A8,CLEC10A_GP9,PGRMC1_TPM4,HVCN1_TCL1A
CA2_HLA-DQA1,FCN1_SMIM14,CCL4_PKIG,PTPRCAP_TCL1A
CCL5_GIMAP5,GPX1_GYG1,GNLY_MS4A1,CD19_RGS18
LYAR_ZAP70,HLA-DMB_SEPT5,DYNLL1_S100A8,LINC00926_LTB
HOPX_NCF2,PGRMC1_RGS18,CD19_FGFBP2,C5AR1_GPR56
GZMH_NKG7,AIF1_GP1BA,MAFB_TIGIT,MFSD1_TNFSF13B
LYAR_TSC22D1,PTCRA_SNCA,GNLY_TNFRSF1B,PLEKHF1_PTPRCAP
ABI3_GZMH,GYG1_S100A11,CEBPB_PLBD1,ACRBP_XCL1
IFI30_LST1,FPR1_GSTP1,IFITM3_NPC2,ARPC1B_SPON2
CLEC10A_IGLL5,C1orf162_SAMD3,DYNLL1_IL32,MFSD1_PDIA3
HINT1_NPC2,CD1C_TCL1A,S1PR5_TTC38,PRSS23_SPON2
EFHD2_SPON2,CD37_FGFBP2,CD247_CTSS,CD37_CD79A
IGFBP7_PLEKHF1,CDA_GP1BA,NCOA4_SMCO4,GSN_LINC00926
EFHD2_SNX29P2,C2orf88_LITAF,HLA-DQA1_PLBD1,CLIC3_PYCARD
HLA-DQB1_LGALS3,ASGR1_IGFBP7,AKR1C3_SNCA,CCL3_S100A12
HOPX_SNX29P2,GSTP1_TNFSF13B,DYNLL1_SAT1,CD9_IGFBP7
LAT2_MAL,AKR1C3_LINC00936,CCL3_SPIB,HLA-DOB_SPARC
GZMA_PRF1,GPX1_RAMP1,FCRLA_NCR3,NKG7_S100A12
CLEC10A_GNG11,CST3_XCL1,GIMAP7_HLA-DOB,CLIC3_GPR56
FCN1_MAFB,AIF1_MS4A6A,FPR1_SNCA,MS4A6A_S100A11
GZMA_HLA-DRB1,CMTM5_MMD,CLIC3_HLA-DQB1,FCN1_HIST1H2AC
HLA-DMB_HLA-DRB1,DYNLL1_SEPT5,HINT1_LYAR,CD160_FGFBP2
AKR1C3_GZMH,FCRL6_MAFB,C9orf142_FCN1,LITAF_PRF1
GPX1_GZMA,IFI30_NCF2,CCL4_PTGDR,CMTM5_IGFBP7
FGL2_ITGA2B,NCF2_PHACTR1,CD79B_NKG7,CLU_IGFBP7
CCL5_CD247,HLA-DPA1_HLA-DRB1,LST1_TUBB1,SAMD3_TCL1A
CTSS_LTB,C5AR1_TUBB1,LITAF_S100A11,IGFBP7_MS4A1
KLRC1_TALDO1,HLA-DMB_TIGIT,CD2_TCL1A,GP1BA_PLEKHF1
GZMK_TPM1,ABI3_HLA-DQB1,MS4A6A_TYMP,FGFBP2_GPR56
CDA_FCN1,IRF8_JAKMIP1,MMD_PTGDR,CCL5_MS4A6A
GIMAP5_PNOC,MS4A6A_SMCO4,DYNLL1_PARVB,GPR56_HLA-DQA1
RAMP1_TNFRSF1B,HLA-DMB_IGSF6,FCRL6_LY6G6F,CD1C_PYCARD
CD160_LAMTOR1,DYNLL1_NCF2,CD19_LST1,GSTP1_IFI30
FCER1A_TCL1A,HLA-DMB_LGALS3,S100A6_TNFRSF1B,LGALS1_NCOA4
FGL2_TMEM40,ALDH2_SAT1,ARPC5L_NKG7,PLEKHF1_VAMP8
GNG11_SERPINF1,ENHO_PTGDR,SAMD3_SAT1,S100A8_TCL1A
MYL9_SNX29P2,RP11-367G6.3_TTC38,PTPRCAP_XCL2,SPON2_TPM4
CLEC1B_KIAA0125,GIMAP5_SPIB,MZB1_TPM1,MARCH2_MFSD1
ALDH2_PF4,CD37_IGLL5,ENHO_SAT1,FPR1_MARCH2
APOBEC3G_S100A12,C9orf142_TYMP,GPR56_MAL,ARPC5L_S100A12
CYBA_PTGDR,RGS18_SMCO4,HLA-DQB1_IGLL5,LTB_TPM1
APOBEC3G_GIMAP5,GP1BA_MMD,COTL1_PARVB,ARPC1B_PLD4
HOPX_XCL1,GRN_GSTP1,ASGR1_SRGN,HAVCR2_NCF2
IL32_SNX29P2,LDLRAP1_TPM1,ASGR1_PRF1,CCL4_S100A11
COTL1_RAMP1,LAT2_TPM1,AKR1C3_EFHD2,LINC00936_RGS18
FERMT3_KLRB1,FCN1_IFITM3,GYG1_SERPINF1,FCGR2B_LAT2
C1orf162_ZAP70,GNG11_GYG1,PTPRCAP_SMIM14,CYBA_NRGN
CYBA_SPON2,GP9_SMIM14,AQP3_PTGDR,FCRLA_NCR3
C9orf142_PLEKHF1,CD37_TPM1,CD79A_CST7,C5AR1_COTL1
AQP3_FCGR2B,MAFB_SEPT5,LY6G6F_NPC2,MARCH2_ODC1
HAVCR2_PLEKHF1,S100A12_ZAP70,GPR56_GSTP1,COTL1_HLA-DQA1
GIMAP7_PYCARD,EFHD2_SDPR,ADAM28_LINC00936,BLNK_LGALS1
C9orf142_MFSD1,CD79B_CLDN5,IL32_MZB1,PLD4_RGS18
FERMT3_LTB,LGALS2_SEPT5,AIF1_NCF2,KLRG1_ODC1
FCRLA_LTB,HLA-DQB1_XCL1,HLA-DMB_PRF1,PRSS23_RGS18
CST7_RAMP1,GIMAP7_TSC22D1,CEBPB_LINC00926,NRGN_TPM4
CYBA_TIGIT,GP9_GYG1,CD2_FCER1G,ARPC1B_MARCH2
LY6G6F_PARVB,DYNLL1_IFITM3,IRF8_MAL,GNG11_PGRMC1
EFHD2_HLA-DPB1,C2orf88_KLRC1,FCRL6_MAL,CD247_HAVCR2
ARPC5L_IL32,IL32_LGALS2,GZMB_MPP1,ARPC1B_FCGR3A
HOPX_RGS18,CCL3_PGRMC1,DYNLL1_EAF2,CYBA_TNFSF13B
MMD_S100A12,COTL1_FCRL6,CST3_TNFSF13B,CD2_MMD
ID2_S100A11,JAKMIP1_RGS18,C2orf88_XCL2,HAVCR2_MARCH2
GP1BA_SNCA,GYG1_SPARC,C1orf162_HLA-DRB1,FCER1A_HAVCR2
AKR1C3_CD37,ACRBP_LTB,ASGR1_MZB1,CCL5_SPIB
CCL4_NKG7,GP9_HLA-DMA,CST3_KIAA0125,LYAR_VAMP8
MZB1_TREML1,GP9_IGSF6,LGALS2_LY6G6F,CMTM5_FCRLA
EFHD2_HLA-DMA,CD79B_KLRC1,FOLR3_S100A8,SPON2_UBB
GPR56_ID2,C9orf142_PLD4,GPR56_TCL1A,LITAF_PYCARD
ARPC1B_CLIC3,MYL9_TTC38,C2orf88_ITGA2B,NCF2_ZAP70
LAMTOR1_LYAR,GP1BA_SMCO4,CST3_TCL1A,CD79B_KLRB1
FGFBP2_HLA-DQB1,GP9_SEPT5,HOPX_NPC2,FGFBP2_SERPINF1
FCER1G_HLA-DMA,CD79A_TPM4,CA2_SMIM14,ARHGAP24_SPIB
CLEC1B_S100A8,CLEC10A_GYG1,SPIB_XCL2,FCGR2B_LINC00926
CD37_NCR3,EFHD2_TALDO1,AIF1_CMTM5,NCR3_SWAP70
CYBA_VAMP8,CMTM5_SEPT5,CD1C_IGLL5,NKG7_RGS18
P2RX5_PKIG,IGSF6_LGALS2,NCOA4_XCL2,FCRLA_SAMD3
CTSW_MARCH2,CD79A_HLA-DOB,HLA-DPB1_MS4A1,C2orf88_GIMAP5
CD79A_TPM1,CD79B_TSC22D1,NPC2_SERPINF1,ABI3_FCRL6
APOBEC3A_TNFSF13B,GP9_PTGDR,KLRG1_TPM1,GZMA_S1PR5
MAFB_ODC1,FCRL6_RAMP1,CCL5_PRF1,GZMH_IRF8
SPON2_TPM4,KIAA0125_PTCRA,NCR3_PRSS23,MFSD1_S1PR5
KLRC1_MZB1,COTL1_LAMTOR1,IL32_SERPINF1,PPBP_SPIB
AP001189.4_PARVB,C2orf88_HINT1,AKR1C3_IGLL5,BLNK_NCR3
APOBEC3G_C9orf142,ID2_PTGDR,C2orf88_XCL1,ASGR1_LGALS3
CD247_CD9,CD9_HLA-DQB1,P2RX5_SPARC,CD72_IGLL5
CLIC3_FERMT3,LAMTOR1_LY6G6F,DYNLL1_PRSS23,GZMK_HLA-DPB1
HLA-DPB1_KIAA0125,F13A1_IL32,GAS2L1_HLA-DRB1,CA2_CCL3
GZMH_LAMTOR1,IL32_PTGS1,KLRB1_TCL1A,GIMAP5_SDPR
CEBPB_LST1,GRN_IFITM3,ARPC1B_PRF1,IGFBP7_ITGA2B
ARHGAP24_TCL1A,CD1C_COTL1,ASGR1_KIAA0125,GP9_PGRMC1
PTGDR_SAT1,PYCARD_SMIM14,ABI3_CLU,CYBA_NPC2
CLU_PHACTR1,PF4_PKIG,HLA-DMA_TSC22D1,CD2_HVCN1
CD9_LST1,CMTM5_IGSF6,EFHD2_GSN,KLRG1_NKG7
GIMAP5_NCR3,IGLL5_LITAF,GSTP1_IGLL5,KLRB1_PRR5
PTGDR_SDPR,LINC00926_TMEM40,RGS18_TNFSF13B,HVCN1_TYMP
HINT1_MFSD1,ALDH2_CTSS,GNLY_MS4A6A,HLA-DMA_HLA-DQB1
COTL1_HIST1H2AC,GNLY_S100A11,CEBPB_XCL2,GSN_HIST1H2AC
LGALS3_TNFSF13B,CA2_LINC00936,BLVRA_KLRG1,ABI3_LAT2
ENHO_SMIM14,IGFBP7_NPC2,TALDO1_TSC22D1,CCL5_PHACTR1
IGFBP7_SAT1,CLDN5_KIAA0125,NCOA4_ZAP70,EAF2_TSC22D1
EAF2_PLBD1,DYNLL1_FPR1,IL32_PRF1,FGL2_TYROBP
PHACTR1_PLBD1,GAS2L1_SNX29P2,MS4A1_PNOC,FOLR3_MS4A1
IGFBP7_LAT2,CLEC1B_LTB,CCL3_GIMAP7,NRGN_TNFSF13B
CD19_KIAA0125,IFITM3_XCL1,CD19_PKIG,GSN_PRR5
COTL1_S100A12,IRF8_SPIB,LAMTOR1_PRR5,GSTP1_PHACTR1
RGS18_SPIB,LGALS2_TIGIT,LGALS1_PTPRCAP,P2RX5_PRF1
C2orf88_MZB1,ENHO_LINC00936,GZMA_HLA-DMB,IFITM3_SMIM14
PTPRCAP_SAMD3,F13A1_NCF2,FERMT3_TNFRSF1B,LITAF_TPM1
AP001189.4_S100A8,NCF2_PTGS1,CLDN5_LDLRAP1,FCER1A_GZMB
ID2_TPM4,CLIC3_MARCH2,ENHO_SNCA,LYAR_S100A8
GPX1_TPM4,HLA-DMA_MAFB,CST7_S100A6,IRF8_TNFRSF1B
KLRC1_PRR5,LGALS2_MMD,COTL1_LDLRAP1,FCER1A_MFSD1
PLBD1_TNFSF13B,CD37_GZMA,CD160_FCER1G,PTGDR_SPARC
SRGN_ZAP70,GNG11_LAMTOR1,ARPC1B_HLA-DQB1,GNLY_LGALS3
FCER1G_RAMP1,DYNLL1_TNFSF13B,LDLRAP1_SNX29P2,GPR56_PYCARD
CD37_MARCH2,LDLRAP1_PRR5,CD2_SPIB,FCN1_LGALS3
GP1BA_JAKMIP1,MZB1_SPARC,FGFBP2_IFITM3,FOLR3_IFITM3
DYNLL1_IGLL5,HLA-DOB_VAMP8,LTB_TUBB1,PRF1_PYCARD
CD79B_FGL2,ENHO_GSN,LINC00926_PKIG,RGS18_SAMD3
HLA-DOB_KIAA0125,LITAF_MYL9,GNLY_HLA-DOB,PTGS1_S100A8
SAT1_TPM4,FCRLA_VAMP8,HLA-DOB_PRF1,FCER1G_SERPINF1
ARPC1B_HLA-DQB1,FCRLA_SAMD3,HLA-DPA1_MAFB,FCGR3A_TYROBP
CD160_IFITM3,BLNK_CLDN5,PTGS1_TNFSF13B,CLEC10A_KLRB1
CA2_SMIM14,CD19_CLDN5,ASGR1_IL1B,HLA-DPB1_LAT2
LITAF_MFSD1,EAF2_HLA-DRB1,CD160_FCRL6,PTGDR_TCL1A
ID2_S100A6,DYNLL1_IGSF6,BLVRA_TALDO1,HLA-DOB_MMD
CST7_PTGDR,PRSS23_TPM4,CD19_IRF8,ENHO_SPIB
CLU_PPBP,CCL4_CD79A,C1orf162_LAT2,FCGR3A_UBB
LITAF_NCR3,ASGR1_IFITM3,FERMT3_NPC2,FCGR3A_FGL2
AIF1_CST3,MS4A6A_SWAP70,ODC1_SPARC,FGFBP2_IFI30
ARPC1B_CD9,IL32_RGS18,AP001189.4_FCGR3A,SRGN_VAMP8
CTSW_PTPRCAP,FGL2_SEPT5,ODC1_TMEM40,BLNK_GZMH
PF4_TREML1,MS4A6A_SPIB,CDA_NKG7,C2orf88_MPP1
CST7_ODC1,KIAA0125_TSC22D1,CD79A_PRF1,CD79B_KIAA0125
PTCRA_S100A12,AP001189.4_SAMD3,CD9_IGLL5,HLA-DQA1_MPP1
FERMT3_MAP3K7CL,P2RX5_VAMP8,FCGR3A_GZMH,AC147651.3_FGFBP2
S1PR5_TYMP,HLA-DPA1_IGFBP7,RP11-367G6.3_TPM1,FGFBP2_MPP1
TIGIT_VAMP8,AP001189.4_PF4,CLDN5_MAL,CLEC1B_SDPR
FCRL6_TSC22D1,GAS2L1_HINT1,HLA-DPA1_PLBD1,CCL4_CLEC10A
P2RX5_PNOC,CD72_HLA-DOB,CST3_SAMD3,F13A1_PGRMC1
GNG11_MPP1,CD72_VAMP8,CYBA_PKIG,ADAM28_P2RX5
GYG1_LGALS2,AIF1_EAF2,FCRL6_MFSD1,LTB_PF4
ITGA2B_P2RX5,ABI3_APOBEC3A,CDA_TNFSF13B,LINC00936_S100A6
CCL3_S100A6,LAMTOR1_SDPR,APOBEC3G_FGFBP2,CMTM5_FERMT3
CD9_CMTM5,C9orf142_FCRLA,HLA-DMA_KLRC1,ADAM28_ARHGAP24
CYBA_NCR3,MFSD1_TNFRSF1B,CD37_IFITM3,CEBPB_PRR5
GRN_HLA-DQA1,CD9_HLA-DQA1,LDLRAP1_LYAR,S100A6_TNFSF13B
DYNLL1_LST1,APOBEC3G_HLA-DPA1,GZMA_PRSS23,GPX1_TALDO1
ID2_TIGIT,LINC00936_PRSS23,HLA-DRB1_PLEKHF1,CD1C_LST1
GNG11_PLBD1,AIF1_RGS18,IGSF6_TYROBP,C1orf162_GPX1
APOBEC3G_C5orf56,NRGN_SMCO4,CD72_ODC1,GP9_PTCRA
IFITM3_TIGIT,GP9_LINC00936,ARPC5L_FCGR3A,AKR1C3_SEPT5
CCL3_GZMH,HIST1H2AC_LITAF,AIF1_KIAA0125,FGFBP2_PHACTR1
C1orf162_NRGN,FGL2_HLA-DMA,GZMH_MS4A6A,PTCRA_XCL1
PLA2G12A_TPM4,AKR1C3_FCGR3A,CD247_KLRB1,CEBPB_GIMAP5
CDA_NRGN,CEBPB_SMIM14,CLIC3_FCGR3A,GZMH_PRSS23
HLA-DQB1_LY6G6F,HLA-DQA1_PYCARD,ARPC1B_MS4A1,LINC00936_TNFSF13B
FCGR3A_LAMTOR1,GPX1_IFITM3,FCRL6_VAMP8,ARPC5L_SPON2
PF4_TPM1,ALDH2_LINC00936,GIMAP5_S1PR5,PRF1_S100A11
HINT1_SRGN,C5AR1_PRR5,NPC2_S1PR5,MPP1_PGRMC1
HINT1_HLA-DMA,HLA-DPB1_SMIM14,CD72_GYG1,GZMA_HOPX
APOBEC3G_FCER1A,PLD4_XCL2,HIST1H2AC_SERPINF1,MYL9_P2RX5
CCL5_KLRB1,GP1BA_LST1,ENHO_VAMP8,LINC00936_NCOA4
FOLR3_MS4A6A,FCGR3A_GPX1,GP9_TYROBP,ALDH2_CCL3
C9orf142_MS4A1,HLA-DRB1_IRF8,CD37_RP11-367G6.3,CA2_HAVCR2
CD9_LGALS2,PLBD1_SNCA,C5AR1_CD160,FCER1G_LAMTOR1
CTSW_HINT1,C2orf88_TCL1A,C1orf162_MAFB,CEBPB_HLA-DQA1
ALDH2_FCGRT,IRF8_SMCO4,PLA2G12A_XCL1,CA2_MARCH2
EFHD2_PYCARD,GYG1_HLA-DOB,ARPC5L_SMIM14,APOBEC3G_S1PR5
BLNK_TMEM40,FCGR3A_GZMH,MAP3K7CL_MZB1,CD247_CST7
HINT1_NKG7,PDIA3_S1PR5,AQP3_C5orf56,C2orf88_TIGIT
HLA-DMB_TNFSF13B,CD160_MYL9,HLA-DMB_IGLL5,CD2_RAMP1
PLBD1_TYROBP,PRF1_SNX29P2,C1orf162_MPP1,C5AR1_CEBPB
CD247_PRR5,FGL2_HLA-DQB1,MFSD1_TYROBP,HLA-DPB1_MYL9
CCL3_LGALS3,CD1C_CD79A,CEBPB_IFI30,ACRBP_LDLRAP1
HLA-DRB1_PRF1,SPON2_TCL1A,FGFBP2_MYL9,FGFBP2_TIGIT
ARPC5L_HLA-DPA1,LGALS2_LGALS3,HVCN1_LY6G6F,CA2_SMIM14
C2orf88_MAL,FCER1G_GZMB,HLA-DQA1_NPC2,CST7_MFSD1
CEBPB_CLEC10A,FCER1A_GYG1,ID2_TNFRSF1B,CD9_MS4A1
HOPX_TTC38,PTGDR_TCL1A,FGFBP2_GNG11,LINC00936_SAMD3
